Disease,County,Year,Sex,Count,Population,Rate,CI.lower,CI.upper,Unstable
Lyme Disease,San Diego,2005,Total,8,2970135,0.269,0.116,0.531,*
Lyme Disease,San Diego,2005,Female,4,1478773,0.27,0.074,0.693,*
Lyme Disease,San Diego,2005,Male,4,1491362,0.268,0.073,0.687,*
Lyme Disease,San Diego,2006,Total,10,2982816,0.335,0.161,0.617,*
Lyme Disease,San Diego,2006,Female,3,1484896,0.202,0.042,0.59,*
Lyme Disease,San Diego,2006,Male,7,1497920,0.467,0.188,0.963,*
Lyme Disease,San Diego,2007,Total,5,3014165,0.166,0.054,0.387,*
Lyme Disease,San Diego,2007,Female,2,1500220,0.133,0.016,0.482,*
Lyme Disease,San Diego,2007,Male,3,1513945,0.198,0.041,0.579,*
Lyme Disease,San Diego,2008,Total,3,3051262,0.098,0.02,0.287,*
Lyme Disease,San Diego,2008,Female,0,1518655,0,0,0.243,-
Lyme Disease,San Diego,2008,Male,3,1532607,0.196,0.04,0.572,*
Lyme Disease,San Diego,2009,Total,11,3077633,0.357,0.178,0.64,*
Lyme Disease,San Diego,2009,Female,6,1531512,0.392,0.144,0.853,*
Lyme Disease,San Diego,2009,Male,5,1546121,0.323,0.105,0.755,*
Lyme Disease,San Diego,2010,Total,10,3102904,0.322,0.155,0.593,*
Lyme Disease,San Diego,2010,Female,5,1540578,0.325,0.105,0.757,*
Lyme Disease,San Diego,2010,Male,5,1562326,0.32,0.104,0.747,*
Lyme Disease,San Diego,2011,Total,11,3125734,0.352,0.176,0.63,*
Lyme Disease,San Diego,2011,Female,5,1551409,0.322,0.105,0.752,*
Lyme Disease,San Diego,2011,Male,5,1574325,0.318,0.103,0.741,*
Lyme Disease,San Diego,2012,Total,7,3153376,0.222,0.089,0.457,*
Lyme Disease,San Diego,2012,Female,4,1565261,0.256,0.07,0.654,*
Lyme Disease,San Diego,2012,Male,3,1588115,0.189,0.039,0.552,*
Lyme Disease,San Diego,2013,Total,6,3176770,0.189,0.069,0.411,*
Lyme Disease,San Diego,2013,Female,2,1576787,0.127,0.015,0.458,*
Lyme Disease,San Diego,2013,Male,4,1599983,0.25,0.068,0.64,*
Lyme Disease,San Diego,2014,Total,7,3212298,0.218,0.088,0.449,*
Lyme Disease,San Diego,2014,Female,3,1595079,0.188,0.039,0.55,*
Lyme Disease,San Diego,2014,Male,3,1617219,0.186,0.038,0.542,*
Lyme Disease,San Francisco,2001,Total,4,782223,0.511,0.139,1.309,*
Lyme Disease,San Francisco,2001,Female,1,384805,0.26,0.007,1.448,*
Lyme Disease,San Francisco,2001,Male,3,397418,0.755,0.156,2.206,*
Lyme Disease,San Francisco,2002,Total,4,783255,0.511,0.139,1.308,*
Lyme Disease,San Francisco,2002,Female,1,385350,0.26,0.007,1.446,*
Lyme Disease,San Francisco,2002,Male,3,397905,0.754,0.155,2.203,*
Lyme Disease,San Francisco,2003,Total,2,781870,0.256,0.031,0.924,*
Lyme Disease,San Francisco,2003,Female,1,384643,0.26,0.007,1.449,*
Lyme Disease,San Francisco,2003,Male,1,397227,0.252,0.006,1.403,*
Lyme Disease,San Francisco,2004,Total,1,780699,0.128,0.003,0.714,*
Lyme Disease,San Francisco,2004,Female,0,384174,0,0,0.96,-
Lyme Disease,San Francisco,2004,Male,1,396525,0.252,0.006,1.405,*
Lyme Disease,San Francisco,2005,Total,10,779655,1.283,0.615,2.359,*
Lyme Disease,San Francisco,2005,Female,6,383701,1.564,0.574,3.404,*
Lyme Disease,San Francisco,2005,Male,4,395954,1.01,0.275,2.587,*
Lyme Disease,San Francisco,2006,Total,4,782928,0.511,0.139,1.308,*
Lyme Disease,San Francisco,2006,Female,2,385444,0.519,0.063,1.874,*
Lyme Disease,San Francisco,2006,Male,2,397484,0.503,0.061,1.818,*
Lyme Disease,San Francisco,2007,Total,6,791334,0.758,0.278,1.65,*
Lyme Disease,San Francisco,2007,Female,1,389778,0.257,0.006,1.429,*
Lyme Disease,San Francisco,2007,Male,5,401556,1.245,0.404,2.906,*
Lyme Disease,San Francisco,2008,Total,2,798673,0.25,0.03,0.905,*
Lyme Disease,San Francisco,2008,Female,1,393420,0.254,0.006,1.416,*
Lyme Disease,San Francisco,2008,Male,1,405253,0.247,0.006,1.375,*
Lyme Disease,San Francisco,2009,Total,1,801799,0.125,0.003,0.695,*
Lyme Disease,San Francisco,2009,Female,0,394990,0,0,0.934,-
Lyme Disease,San Francisco,2009,Male,1,406809,0.246,0.006,1.37,*
Lyme Disease,San Francisco,2010,Total,5,806314,0.62,0.201,1.447,*
Lyme Disease,San Francisco,2010,Female,2,396251,0.505,0.061,1.823,*
Lyme Disease,San Francisco,2010,Male,3,410063,0.732,0.151,2.138,*
Lyme Disease,San Francisco,2011,Total,3,813595,0.369,0.076,1.078,*
Lyme Disease,San Francisco,2011,Female,0,400054,0,0,0.922,-
Lyme Disease,San Francisco,2011,Male,2,413541,0.484,0.059,1.747,*
Lyme Disease,San Francisco,2012,Total,3,822403,0.365,0.075,1.066,*
Lyme Disease,San Francisco,2012,Female,0,404740,0,0,0.911,-
Lyme Disease,San Francisco,2012,Male,3,417663,0.718,0.148,2.099,*
Lyme Disease,San Francisco,2013,Total,9,830956,1.083,0.495,2.056,*
Lyme Disease,San Francisco,2013,Female,3,409265,0.733,0.151,2.142,*
Lyme Disease,San Francisco,2013,Male,6,421691,1.423,0.522,3.097,*
Lyme Disease,San Francisco,2014,Total,0,837831,0,0,0.44,-
Lyme Disease,San Francisco,2014,Female,0,412902,0,0,0.893,-
Lyme Disease,San Francisco,2014,Male,0,424929,0,0,0.868,-
Lyme Disease,San Joaquin,2001,Total,0,588581,0,0,0.627,-
Lyme Disease,San Joaquin,2001,Female,0,295041,0,0,1.25,-
Lyme Disease,San Joaquin,2001,Male,0,293540,0,0,1.257,-
Lyme Disease,San Joaquin,2002,Total,0,603544,0,0,0.611,-
Lyme Disease,San Joaquin,2002,Female,0,302553,0,0,1.219,-
Lyme Disease,San Joaquin,2002,Male,0,300991,0,0,1.226,-
Lyme Disease,San Joaquin,2003,Total,0,621108,0,0,0.594,-
Lyme Disease,San Joaquin,2003,Female,0,311549,0,0,1.184,-
Lyme Disease,San Joaquin,2003,Male,0,309559,0,0,1.192,-
Lyme Disease,San Joaquin,2004,Total,0,638522,0,0,0.578,-
Lyme Disease,San Joaquin,2004,Female,0,320359,0,0,1.151,-
Lyme Disease,San Joaquin,2004,Male,0,318163,0,0,1.159,-
Lyme Disease,San Joaquin,2005,Total,0,651625,0,0,0.566,-
Lyme Disease,San Joaquin,2005,Female,0,326957,0,0,1.128,-
Lyme Disease,San Joaquin,2005,Male,0,324668,0,0,1.136,-
Lyme Disease,San Joaquin,2006,Total,0,660885,0,0,0.558,-
Lyme Disease,San Joaquin,2006,Female,0,331622,0,0,1.112,-
Lyme Disease,San Joaquin,2006,Male,0,329263,0,0,1.12,-
Lyme Disease,San Joaquin,2007,Total,0,669737,0,0,0.551,-
Lyme Disease,San Joaquin,2007,Female,0,336128,0,0,1.097,-
Lyme Disease,San Joaquin,2007,Male,0,333609,0,0,1.106,-
Lyme Disease,San Joaquin,2008,Total,1,675248,0.148,0.004,0.825,*
Lyme Disease,San Joaquin,2008,Female,1,338923,0.295,0.007,1.644,*
Lyme Disease,San Joaquin,2008,Male,0,336325,0,0,1.097,-
Lyme Disease,San Joaquin,2009,Total,0,680421,0,0,0.542,-
Lyme Disease,San Joaquin,2009,Female,0,341446,0,0,1.08,-
Lyme Disease,San Joaquin,2009,Male,0,338975,0,0,1.088,-
Lyme Disease,San Joaquin,2010,Total,0,686576,0,0,0.537,-
Lyme Disease,San Joaquin,2010,Female,0,344584,0,0,1.071,-
Lyme Disease,San Joaquin,2010,Male,0,341992,0,0,1.079,-
Lyme Disease,San Joaquin,2011,Total,0,692713,0,0,0.533,-
Lyme Disease,San Joaquin,2011,Female,0,347567,0,0,1.061,-
Lyme Disease,San Joaquin,2011,Male,0,345146,0,0,1.069,-
Lyme Disease,San Joaquin,2012,Total,1,697758,0.143,0.004,0.799,*
Lyme Disease,San Joaquin,2012,Female,0,350020,0,0,1.054,-
Lyme Disease,San Joaquin,2012,Male,1,347738,0.288,0.007,1.602,*
Lyme Disease,San Joaquin,2013,Total,0,702669,0,0,0.525,-
Lyme Disease,San Joaquin,2013,Female,0,352410,0,0,1.047,-
Lyme Disease,San Joaquin,2013,Male,0,350259,0,0,1.053,-
Lyme Disease,San Joaquin,2014,Total,1,711797,0.14,0.004,0.783,*
Lyme Disease,San Joaquin,2014,Female,1,356979,0.28,0.007,1.561,*
Lyme Disease,San Joaquin,2014,Male,0,354818,0,0,1.04,-
Lyme Disease,San Luis Obispo,2001,Total,0,251652,0,0,1.466,-
Lyme Disease,San Luis Obispo,2001,Female,0,122459,0,0,3.012,-
Lyme Disease,San Luis Obispo,2001,Male,0,129193,0,0,2.855,-
Lyme Disease,San Luis Obispo,2002,Total,0,253549,0,0,1.455,-
Lyme Disease,San Luis Obispo,2002,Female,0,123484,0,0,2.987,-
Lyme Disease,San Luis Obispo,2002,Male,0,130065,0,0,2.836,-
Lyme Disease,San Luis Obispo,2003,Total,0,255609,0,0,1.443,-
Lyme Disease,San Luis Obispo,2003,Female,0,124474,0,0,2.964,-
Lyme Disease,San Luis Obispo,2003,Male,0,131135,0,0,2.813,-
Lyme Disease,San Luis Obispo,2004,Total,0,258483,0,0,1.427,-
Lyme Disease,San Luis Obispo,2004,Female,0,125898,0,0,2.93,-
Lyme Disease,San Luis Obispo,2004,Male,0,132585,0,0,2.782,-
Lyme Disease,San Luis Obispo,2005,Total,1,259943,0.385,0.01,2.143,*
Lyme Disease,San Luis Obispo,2005,Female,0,126728,0,0,2.911,-
Lyme Disease,San Luis Obispo,2005,Male,1,133215,0.751,0.019,4.182,*
Lyme Disease,San Luis Obispo,2006,Total,1,261803,0.382,0.01,2.128,*
Lyme Disease,San Luis Obispo,2006,Female,0,127659,0,0,2.89,-
Lyme Disease,San Luis Obispo,2006,Male,1,134144,0.745,0.019,4.153,*
Lyme Disease,San Luis Obispo,2007,Total,0,264162,0,0,1.396,-
Lyme Disease,San Luis Obispo,2007,Female,0,128800,0,0,2.864,-
Lyme Disease,San Luis Obispo,2007,Male,0,135362,0,0,2.725,-
Lyme Disease,San Luis Obispo,2008,Total,2,266850,0.749,0.091,2.707,*
Lyme Disease,San Luis Obispo,2008,Female,2,130093,1.537,0.186,5.553,*
Lyme Disease,San Luis Obispo,2008,Male,0,136757,0,0,2.697,-
Lyme Disease,San Luis Obispo,2009,Total,0,268224,0,0,1.375,-
Lyme Disease,San Luis Obispo,2009,Female,0,130832,0,0,2.82,-
Lyme Disease,San Luis Obispo,2009,Male,0,137392,0,0,2.685,-
Lyme Disease,San Luis Obispo,2010,Total,0,269677,0,0,1.368,-
Lyme Disease,San Luis Obispo,2010,Female,0,131413,0,0,2.807,-
Lyme Disease,San Luis Obispo,2010,Male,0,138264,0,0,2.668,-
Lyme Disease,San Luis Obispo,2011,Total,1,270013,0.37,0.009,2.063,*
Lyme Disease,San Luis Obispo,2011,Female,1,131572,0.76,0.019,4.235,*
Lyme Disease,San Luis Obispo,2011,Male,0,138441,0,0,2.665,-
Lyme Disease,San Luis Obispo,2012,Total,0,270637,0,0,1.363,-
Lyme Disease,San Luis Obispo,2012,Female,0,131899,0,0,2.797,-
Lyme Disease,San Luis Obispo,2012,Male,0,138738,0,0,2.659,-
Lyme Disease,San Luis Obispo,2013,Total,3,271584,1.105,0.228,3.228,*
Lyme Disease,San Luis Obispo,2013,Female,1,132391,0.755,0.019,4.208,*
Lyme Disease,San Luis Obispo,2013,Male,2,139193,1.437,0.174,5.19,*
Lyme Disease,San Luis Obispo,2014,Total,3,273323,1.098,0.226,3.208,*
Lyme Disease,San Luis Obispo,2014,Female,1,133302,0.75,0.019,4.18,*
Lyme Disease,San Luis Obispo,2014,Male,2,140021,1.428,0.173,5.16,*
Lyme Disease,San Mateo,2001,Total,4,707460,0.565,0.154,1.448,*
Lyme Disease,San Mateo,2001,Female,3,359709,0.834,0.172,2.437,*
Lyme Disease,San Mateo,2001,Male,1,347751,0.288,0.007,1.602,*
Lyme Disease,San Mateo,2002,Total,5,704897,0.709,0.23,1.655,*
Lyme Disease,San Mateo,2002,Female,2,358384,0.558,0.068,2.016,*
Lyme Disease,San Mateo,2002,Male,3,346513,0.866,0.179,2.53,*
Lyme Disease,San Mateo,2003,Total,3,703062,0.427,0.088,1.247,*
Lyme Disease,San Mateo,2003,Female,2,357397,0.56,0.068,2.021,*
Lyme Disease,San Mateo,2003,Male,1,345665,0.289,0.007,1.612,*
Lyme Disease,San Mateo,2004,Total,1,701401,0.143,0.004,0.794,*
Lyme Disease,San Mateo,2004,Female,0,356547,0,0,1.035,-
Lyme Disease,San Mateo,2004,Male,1,344854,0.29,0.007,1.616,*
Lyme Disease,San Mateo,2005,Total,4,699277,0.572,0.156,1.465,*
Lyme Disease,San Mateo,2005,Female,1,355457,0.281,0.007,1.567,*
Lyme Disease,San Mateo,2005,Male,3,343820,0.873,0.18,2.55,*
Lyme Disease,San Mateo,2006,Total,3,699398,0.429,0.088,1.254,*
Lyme Disease,San Mateo,2006,Female,2,355530,0.563,0.068,2.032,*
Lyme Disease,San Mateo,2006,Male,1,343868,0.291,0.007,1.62,*
Lyme Disease,San Mateo,2007,Total,1,704272,0.142,0.004,0.791,*
Lyme Disease,San Mateo,2007,Female,0,357982,0,0,1.03,-
Lyme Disease,San Mateo,2007,Male,1,346290,0.289,0.007,1.609,*
Lyme Disease,San Mateo,2008,Total,1,711374,0.141,0.004,0.783,*
Lyme Disease,San Mateo,2008,Female,1,361593,0.277,0.007,1.541,*
Lyme Disease,San Mateo,2008,Male,0,349781,0,0,1.055,-
Lyme Disease,San Mateo,2009,Total,10,716264,1.396,0.67,2.568,*
Lyme Disease,San Mateo,2009,Female,6,363936,1.649,0.605,3.588,*
Lyme Disease,San Mateo,2009,Male,4,352328,1.135,0.309,2.907,*
Lyme Disease,San Mateo,2010,Total,2,719667,0.278,0.034,1.004,*
Lyme Disease,San Mateo,2010,Female,0,365830,0,0,1.008,-
Lyme Disease,San Mateo,2010,Male,2,353837,0.565,0.068,2.042,*
Lyme Disease,San Mateo,2011,Total,1,728006,0.137,0.003,0.765,*
Lyme Disease,San Mateo,2011,Female,1,370075,0.27,0.007,1.506,*
Lyme Disease,San Mateo,2011,Male,0,357931,0,0,1.031,-
Lyme Disease,San Mateo,2012,Total,1,736019,0.136,0.003,0.757,*
Lyme Disease,San Mateo,2012,Female,0,374158,0,0,0.986,-
Lyme Disease,San Mateo,2012,Male,1,361861,0.276,0.007,1.54,*
Lyme Disease,San Mateo,2013,Total,4,742256,0.539,0.147,1.38,*
Lyme Disease,San Mateo,2013,Female,4,377244,1.06,0.289,2.715,*
Lyme Disease,San Mateo,2013,Male,0,365012,0,0,1.011,-
Lyme Disease,San Mateo,2014,Total,5,748438,0.668,0.217,1.559,*
Lyme Disease,San Mateo,2014,Female,4,380349,1.052,0.287,2.693,*
Lyme Disease,San Mateo,2014,Male,1,368089,0.272,0.007,1.514,*
Lyme Disease,Santa Barbara,2001,Total,1,403442,0.248,0.006,1.381,*
Lyme Disease,Santa Barbara,2001,Female,0,201546,0,0,1.83,-
Lyme Disease,Santa Barbara,2001,Male,1,201896,0.495,0.013,2.76,*
Lyme Disease,Santa Barbara,2002,Total,3,406132,0.739,0.152,2.159,*
Lyme Disease,Santa Barbara,2002,Female,0,202843,0,0,1.819,-
Lyme Disease,Santa Barbara,2002,Male,3,203289,1.476,0.304,4.313,*
Lyme Disease,Santa Barbara,2003,Total,4,409512,0.977,0.266,2.501,*
Lyme Disease,Santa Barbara,2003,Female,1,204367,0.489,0.012,2.726,*
Lyme Disease,Santa Barbara,2003,Male,3,205145,1.462,0.302,4.274,*
Lyme Disease,Santa Barbara,2004,Total,0,411190,0,0,0.897,-
Lyme Disease,Santa Barbara,2004,Female,0,205110,0,0,1.798,-
Lyme Disease,Santa Barbara,2004,Male,0,206080,0,0,1.79,-
Lyme Disease,Santa Barbara,2005,Total,0,411683,0,0,0.896,-
Lyme Disease,Santa Barbara,2005,Female,0,205279,0,0,1.797,-
Lyme Disease,Santa Barbara,2005,Male,0,206404,0,0,1.787,-
Lyme Disease,Santa Barbara,2006,Total,0,412853,0,0,0.894,-
Lyme Disease,Santa Barbara,2006,Female,0,205752,0,0,1.793,-
Lyme Disease,Santa Barbara,2006,Male,0,207101,0,0,1.781,-
Lyme Disease,Santa Barbara,2007,Total,4,416648,0.96,0.262,2.458,*
Lyme Disease,Santa Barbara,2007,Female,2,207530,0.964,0.117,3.481,*
Lyme Disease,Santa Barbara,2007,Male,2,209118,0.956,0.116,3.455,*
Lyme Disease,Santa Barbara,2008,Total,1,419970,0.238,0.006,1.327,*
Lyme Disease,Santa Barbara,2008,Female,1,209105,0.478,0.012,2.664,*
Lyme Disease,Santa Barbara,2008,Male,0,210865,0,0,1.749,-
Lyme Disease,Santa Barbara,2009,Total,7,422423,1.657,0.666,3.414,*
Lyme Disease,Santa Barbara,2009,Female,6,210296,2.853,1.047,6.21,*
Lyme Disease,Santa Barbara,2009,Male,1,212127,0.471,0.012,2.627,*
Lyme Disease,Santa Barbara,2010,Total,2,424020,0.472,0.057,1.704,*
Lyme Disease,Santa Barbara,2010,Female,1,211115,0.474,0.012,2.639,*
Lyme Disease,Santa Barbara,2010,Male,1,212905,0.47,0.012,2.617,*
Lyme Disease,Santa Barbara,2011,Total,3,425685,0.705,0.145,2.06,*
Lyme Disease,Santa Barbara,2011,Female,1,211814,0.472,0.012,2.63,*
Lyme Disease,Santa Barbara,2011,Male,2,213871,0.935,0.113,3.378,*
Lyme Disease,Santa Barbara,2012,Total,0,426063,0,0,0.866,-
Lyme Disease,Santa Barbara,2012,Female,0,211798,0,0,1.742,-
Lyme Disease,Santa Barbara,2012,Male,0,214265,0,0,1.722,-
Lyme Disease,Santa Barbara,2013,Total,7,432110,1.62,0.651,3.338,*
Lyme Disease,Santa Barbara,2013,Female,4,214964,1.861,0.507,4.764,*
Lyme Disease,Santa Barbara,2013,Male,3,217146,1.382,0.285,4.037,*
Lyme Disease,Santa Barbara,2014,Total,1,436516,0.229,0.006,1.276,*
Lyme Disease,Santa Barbara,2014,Female,0,217149,0,0,1.699,-
Lyme Disease,Santa Barbara,2014,Male,1,219367,0.456,0.012,2.54,*
Lyme Disease,Santa Clara,2001,Total,3,1693171,0.177,0.037,0.518,*
Lyme Disease,Santa Clara,2001,Female,2,836732,0.239,0.029,0.863,*
Lyme Disease,Santa Clara,2001,Male,1,856439,0.117,0.003,0.651,*
Lyme Disease,Santa Clara,2002,Total,5,1693162,0.295,0.096,0.689,*
Lyme Disease,Santa Clara,2002,Female,3,837293,0.358,0.074,1.047,*
Lyme Disease,Santa Clara,2002,Male,2,855869,0.234,0.028,0.844,*
Lyme Disease,Santa Clara,2003,Total,4,1694211,0.236,0.064,0.605,*
Lyme Disease,Santa Clara,2003,Female,1,838473,0.119,0.003,0.664,*
Lyme Disease,Santa Clara,2003,Male,3,855738,0.351,0.072,1.025,*
Lyme Disease,Santa Clara,2004,Total,0,1696919,0,0,0.217,-
Lyme Disease,Santa Clara,2004,Female,0,840509,0,0,0.439,-
Lyme Disease,Santa Clara,2004,Male,0,856410,0,0,0.431,-
Lyme Disease,Santa Clara,2005,Total,2,1699521,0.118,0.014,0.425,*
Lyme Disease,Santa Clara,2005,Female,2,842466,0.237,0.029,0.858,*
Lyme Disease,Santa Clara,2005,Male,0,857055,0,0,0.43,-
Lyme Disease,Santa Clara,2006,Total,9,1713839,0.525,0.24,0.997,*
Lyme Disease,Santa Clara,2006,Female,4,850345,0.47,0.128,1.204,*
Lyme Disease,Santa Clara,2006,Male,5,863494,0.579,0.188,1.351,*
Lyme Disease,Santa Clara,2007,Total,2,1736327,0.115,0.014,0.416,*
Lyme Disease,Santa Clara,2007,Female,1,862263,0.116,0.003,0.646,*
Lyme Disease,Santa Clara,2007,Male,1,874064,0.114,0.003,0.637,*
Lyme Disease,Santa Clara,2008,Total,1,1759534,0.057,0.001,0.317,*
Lyme Disease,Santa Clara,2008,Female,1,874428,0.114,0.003,0.637,*
Lyme Disease,Santa Clara,2008,Male,0,885106,0,0,0.417,-
Lyme Disease,Santa Clara,2009,Total,2,1774890,0.113,0.014,0.407,*
Lyme Disease,Santa Clara,2009,Female,1,882602,0.113,0.003,0.631,*
Lyme Disease,Santa Clara,2009,Male,1,892288,0.112,0.003,0.624,*
Lyme Disease,Santa Clara,2010,Total,6,1786533,0.336,0.123,0.731,*
Lyme Disease,Santa Clara,2010,Female,1,890176,0.112,0.003,0.626,*
Lyme Disease,Santa Clara,2010,Male,4,896357,0.446,0.122,1.143,*
Lyme Disease,Santa Clara,2011,Total,9,1807361,0.498,0.228,0.945,*
Lyme Disease,Santa Clara,2011,Female,2,900923,0.222,0.027,0.802,*
Lyme Disease,Santa Clara,2011,Male,7,906438,0.772,0.31,1.591,*
Lyme Disease,Santa Clara,2012,Total,4,1827313,0.219,0.06,0.56,*
Lyme Disease,Santa Clara,2012,Female,2,911248,0.219,0.027,0.793,*
Lyme Disease,Santa Clara,2012,Male,2,916065,0.218,0.026,0.789,*
Lyme Disease,Santa Clara,2013,Total,13,1853223,0.701,0.374,1.2,*
Lyme Disease,Santa Clara,2013,Female,5,924969,0.541,0.176,1.261,*
Lyme Disease,Santa Clara,2013,Male,8,928254,0.862,0.372,1.698,*
Lyme Disease,Santa Clara,2014,Total,5,1874526,0.267,0.087,0.622,*
Lyme Disease,Santa Clara,2014,Female,3,936291,0.32,0.066,0.936,*
Lyme Disease,Santa Clara,2014,Male,2,938235,0.213,0.026,0.77,*
Lyme Disease,Santa Cruz,2001,Total,10,256166,3.904,1.872,7.179,*
Lyme Disease,Santa Cruz,2001,Female,4,128410,3.115,0.849,7.976,*
Lyme Disease,Santa Cruz,2001,Male,6,127756,4.696,1.724,10.222,*
Lyme Disease,Santa Cruz,2002,Total,1,255590,0.391,0.01,2.18,*
Lyme Disease,Santa Cruz,2002,Female,1,128115,0.781,0.02,4.349,*
Lyme Disease,Santa Cruz,2002,Male,0,127475,0,0,2.894,-
Lyme Disease,Santa Cruz,2003,Total,8,255122,3.136,1.354,6.179,*
Lyme Disease,Santa Cruz,2003,Female,6,127867,4.692,1.722,10.213,*
Lyme Disease,Santa Cruz,2003,Male,2,127255,1.572,0.19,5.677,*
Lyme Disease,Santa Cruz,2004,Total,2,254836,0.785,0.095,2.835,*
Lyme Disease,Santa Cruz,2004,Female,0,127676,0,0,2.889,-
Lyme Disease,Santa Cruz,2004,Male,2,127160,1.573,0.19,5.681,*
Lyme Disease,Santa Cruz,2005,Total,0,254725,0,0,1.448,-
Lyme Disease,Santa Cruz,2005,Female,0,127593,0,0,2.891,-
Lyme Disease,Santa Cruz,2005,Male,0,127132,0,0,2.902,-
Lyme Disease,Santa Cruz,2006,Total,7,255486,2.74,1.102,5.645,*
Lyme Disease,Santa Cruz,2006,Female,3,127995,2.344,0.483,6.85,*
Lyme Disease,Santa Cruz,2006,Male,4,127491,3.137,0.855,8.033,*
Lyme Disease,Santa Cruz,2007,Total,4,257601,1.553,0.423,3.976,*
Lyme Disease,Santa Cruz,2007,Female,2,129047,1.55,0.188,5.598,*
Lyme Disease,Santa Cruz,2007,Male,2,128554,1.556,0.188,5.62,*
Lyme Disease,Santa Cruz,2008,Total,1,259873,0.385,0.01,2.144,*
Lyme Disease,Santa Cruz,2008,Female,1,130193,0.768,0.019,4.279,*
Lyme Disease,Santa Cruz,2008,Male,0,129680,0,0,2.845,-
Lyme Disease,Santa Cruz,2009,Total,8,261912,3.054,1.319,6.018,*
Lyme Disease,Santa Cruz,2009,Female,2,131177,1.525,0.185,5.507,*
Lyme Disease,Santa Cruz,2009,Male,6,130735,4.589,1.684,9.989,*
Lyme Disease,Santa Cruz,2010,Total,7,263182,2.66,1.069,5.48,*
Lyme Disease,Santa Cruz,2010,Female,3,131911,2.274,0.469,6.646,*
Lyme Disease,Santa Cruz,2010,Male,4,131271,3.047,0.83,7.802,*
Lyme Disease,Santa Cruz,2011,Total,10,265526,3.766,1.806,6.926,*
Lyme Disease,Santa Cruz,2011,Female,4,132997,3.008,0.819,7.7,*
Lyme Disease,Santa Cruz,2011,Male,6,132529,4.527,1.661,9.854,*
Lyme Disease,Santa Cruz,2012,Total,7,268607,2.606,1.048,5.369,*
Lyme Disease,Santa Cruz,2012,Female,4,134421,2.976,0.811,7.619,*
Lyme Disease,Santa Cruz,2012,Male,3,134186,2.236,0.461,6.534,*
Lyme Disease,Santa Cruz,2013,Total,8,270734,2.955,1.276,5.822,*
Lyme Disease,Santa Cruz,2013,Female,2,135411,1.477,0.179,5.335,*
Lyme Disease,Santa Cruz,2013,Male,6,135323,4.434,1.627,9.65,*
Lyme Disease,Santa Cruz,2014,Total,6,271857,2.207,0.81,4.804,*
Lyme Disease,Santa Cruz,2014,Female,2,135956,1.471,0.178,5.314,*
Lyme Disease,Santa Cruz,2014,Male,4,135901,2.943,0.802,7.536,*
Lyme Disease,Shasta,2001,Total,2,167034,1.197,0.145,4.325,*
Lyme Disease,Shasta,2001,Female,1,85413,1.171,0.03,6.523,*
Lyme Disease,Shasta,2001,Male,1,81621,1.225,0.031,6.826,*
Lyme Disease,Shasta,2002,Total,1,169578,0.59,0.015,3.286,*
Lyme Disease,Shasta,2002,Female,1,86616,1.155,0.029,6.432,*
Lyme Disease,Shasta,2002,Male,0,82962,0,0,4.446,-
Lyme Disease,Shasta,2003,Total,0,171987,0,0,2.145,-
Lyme Disease,Shasta,2003,Female,0,87754,0,0,4.204,-
Lyme Disease,Shasta,2003,Male,0,84233,0,0,4.379,-
Lyme Disease,Shasta,2004,Total,2,173469,1.153,0.14,4.165,*
Lyme Disease,Shasta,2004,Female,2,88487,2.26,0.274,8.164,*
Lyme Disease,Shasta,2004,Male,0,84982,0,0,4.341,-
Lyme Disease,Shasta,2005,Total,3,174254,1.722,0.355,5.031,*
Lyme Disease,Shasta,2005,Female,2,88842,2.251,0.273,8.132,*
Lyme Disease,Shasta,2005,Male,1,85412,1.171,0.03,6.523,*
Lyme Disease,Shasta,2006,Total,0,175238,0,0,2.105,-
Lyme Disease,Shasta,2006,Female,0,89291,0,0,4.131,-
Lyme Disease,Shasta,2006,Male,0,85947,0,0,4.292,-
Lyme Disease,Shasta,2007,Total,0,175849,0,0,2.098,-
Lyme Disease,Shasta,2007,Female,0,89554,0,0,4.119,-
Lyme Disease,Shasta,2007,Male,0,86295,0,0,4.275,-
Lyme Disease,Shasta,2008,Total,1,176629,0.566,0.014,3.154,*
Lyme Disease,Shasta,2008,Female,1,89894,1.112,0.028,6.198,*
Lyme Disease,Shasta,2008,Male,0,86735,0,0,4.253,-
Lyme Disease,Shasta,2009,Total,0,176881,0,0,2.085,-
Lyme Disease,Shasta,2009,Female,0,89964,0,0,4.1,-
Lyme Disease,Shasta,2009,Male,0,86917,0,0,4.244,-
Lyme Disease,Shasta,2010,Total,1,177457,0.564,0.014,3.14,*
Lyme Disease,Shasta,2010,Female,0,90196,0,0,4.09,-
Lyme Disease,Shasta,2010,Male,1,87261,1.146,0.029,6.385,*
Lyme Disease,Shasta,2011,Total,1,178006,0.562,0.014,3.13,*
Lyme Disease,Shasta,2011,Female,1,90445,1.106,0.028,6.16,*
Lyme Disease,Shasta,2011,Male,0,87561,0,0,4.213,-
Lyme Disease,Shasta,2012,Total,1,178402,0.561,0.014,3.123,*
Lyme Disease,Shasta,2012,Female,1,90613,1.104,0.028,6.149,*
Lyme Disease,Shasta,2012,Male,0,87789,0,0,4.202,-
Lyme Disease,Shasta,2013,Total,0,178127,0,0,2.071,-
